Primary Cell Line Name,Compound,IC50 (uM)
SW 1573,Topotecan,0.045900285
SW 1990,Topotecan,0.041628528
SW403,Topotecan,0.05771403
SW48,Topotecan,0.097553156
SW480,Topotecan,0.192775056
SW579,Topotecan,0.287809223
SW620,Topotecan,0.110754557
SW 780,Topotecan,1.093356133
SW 900,Topotecan,2.782518864
T24,Topotecan,0.173070595
T3M-10,Topotecan,3.042611361
T-47D,Topotecan,2.112178564
T84,Topotecan,1.444865861
T98G,Topotecan,3.345979929
TC-71,Topotecan,0.176309556
TCCSUP,Topotecan,0.738568008
TE-1,Topotecan,1.015714407
TE-11,Topotecan,0.07252492
TE-15,Topotecan,0.337968081
TE-5,Topotecan,0.172550276
TE 617.T,Topotecan,0.08647351
TE-9,Topotecan,0.193026945
TEN,Topotecan,3.608172417
Toledo,Topotecan,0.065743998
TOV-112D,Topotecan,0.190528721
TOV-21G,Topotecan,0.221106261
TT2609-C02,Topotecan,0.187748209
TYK-nu,Topotecan,0.118190408
U-118 MG,Topotecan,0.335964829
U-2 OS,Topotecan,1.269840479
U-87 MG,Topotecan,2.604696751
U-937,Topotecan,0.505930007
UACC-257,Topotecan,2.068000317
UACC-62,Topotecan,0.212087214
UACC-812,Topotecan,0.728466544
UM-UC-3,Topotecan,0.684131384
VMRC-LCD,Topotecan,8
VMRC-RCW,Topotecan,8
VMRC-RCZ,Topotecan,1.83332324
WM-115,Topotecan,8
WM1799,Topotecan,1.031485558
WM-266-4,Topotecan,0.136322498
WM-793,Topotecan,0.149452567
WM-88,Topotecan,0.76815635
WM-983B,Topotecan,0.116963974
YKG1,Topotecan,6.475791931
ZR-75-1,Topotecan,0.53045908
ZR-75-30,Topotecan,8
1321N1,LBW242,8
22Rv1,LBW242,8
42-MG-BA,LBW242,8
5637,LBW242,8
639-V,LBW242,8
697,LBW242,8
769-P,LBW242,8
786-O,LBW242,8
8305C,LBW242,8
8505C,LBW242,8
8-MG-BA,LBW242,0.041985605
A172,LBW242,8
A-204,LBW242,8
A2058,LBW242,8
A-253,LBW242,8
A2780,LBW242,8
A-375,LBW242,8
A549,LBW242,8
A-673,LBW242,8
ACHN,LBW242,8
ALL-SIL,LBW242,8
AMO-1,LBW242,8
AN3 CA,LBW242,8
AsPC-1,LBW242,8
AU565,LBW242,8
AZ-521,LBW242,8
B-CPAP,LBW242,8
BDCM,LBW242,8
BFTC-909,LBW242,8
BGC-823,LBW242,8
BL-41,LBW242,8
BL-70,LBW242,8
BT-20,LBW242,8
BT-474,LBW242,8
BT-549,LBW242,8
BxPC-3,LBW242,8
C2BBe1,LBW242,8
C32,LBW242,8
C3A,LBW242,8
Caki-2,LBW242,8
CAL-12T,LBW242,8
CAL 27,LBW242,8
CAL-78,LBW242,8
CAL-85-1,LBW242,5.117346764
Calu-1,LBW242,8
Calu-3,LBW242,8
Calu-6,LBW242,8
CAMA-1,LBW242,8
Capan-2,LBW242,8
CAS-1,LBW242,8
CCK-81,LBW242,8
CHL-1,LBW242,8
CHP-212,LBW242,8
CI-1,LBW242,8
CMK-86,LBW242,8
COLO 201,LBW242,8
COLO 205,LBW242,8
COLO-320,LBW242,8
COLO-677,LBW242,8
COLO-678,LBW242,8
COLO-679,LBW242,8
COLO-699,LBW242,8
COLO 741,LBW242,8
COR-L105,LBW242,8
COR-L23,LBW242,8
COV318,LBW242,8
COV504,LBW242,8
Daoy,LBW242,8
DBTRG-05MG,LBW242,8
DEL,LBW242,8
Detroit 562,LBW242,8
DK-MG,LBW242,8
DMS 114,LBW242,8
DOHH-2,LBW242,8
DOV13,LBW242,8
DU 145,LBW242,8
DV-90,LBW242,0.076898805
EB1,LBW242,8
EB2,LBW242,8
EBC-1,LBW242,8
EFE-184,LBW242,8
EFM-19,LBW242,0.328014374
EFO-21,LBW242,8
EFO-27,LBW242,8
EM-2,LBW242,8
EN,LBW242,8
ES-2,LBW242,8
ESS-1,LBW242,0.100374572
F-36P,LBW242,6.849055767
FaDu,LBW242,8
FU97,LBW242,8
FU-OV-1,LBW242,8
G-361,LBW242,8
G-401,LBW242,8
G-402,LBW242,8
GAMG,LBW242,8
GB-1,LBW242,8
GCIY,LBW242,8
GCT,LBW242,1.114502549
GI-1,LBW242,8
GLC-82,LBW242,8
GMS-10,LBW242,8
GRANTA-519,LBW242,8
H4,LBW242,8
HARA,LBW242,8
HCC1187,LBW242,8
HCC1395,LBW242,8
HCC-15,LBW242,2.76161027
HCC1569,LBW242,8
HCC1806,LBW242,8
HCC1954,LBW242,8
HCC2935,LBW242,8
HCC4006,LBW242,8
HCC-44,LBW242,1.486206293
HCC-56,LBW242,8
HCC70,LBW242,8
HCC-78,LBW242,8
HCC827,LBW242,8
HCT 116,LBW242,8
HCT-15,LBW242,8
HD-MY-Z,LBW242,8
HDQ-P1,LBW242,8
HEC-151,LBW242,8
HEC-1-A,LBW242,8
HEC-1-B,LBW242,8
HEC-251,LBW242,8
HEC-265,LBW242,8
HEC-59,LBW242,8
HEC-6,LBW242,8
HEL 92.1.7,LBW242,8
Hep 3B2.1-7,LBW242,8
Hep G2,LBW242,8
Hey-A8,LBW242,8
HGC-27,LBW242,8
HH,LBW242,8
HLE,LBW242,8
HLF,LBW242,8
HMC-1-8,LBW242,8
HMCB,LBW242,8
HOS,LBW242,8
HPAC,LBW242,1.154282808
HPAF-II,LBW242,8
Hs 229.T,LBW242,8
Hs 294T,LBW242,2.430908442
Hs 578T,LBW242,8
Hs 683,LBW242,8
Hs 695T,LBW242,8
Hs 729,LBW242,8
Hs 739.T,LBW242,8
Hs 746T,LBW242,8
Hs 766T,LBW242,8
Hs 840.T,LBW242,8
Hs 852.T,LBW242,8
Hs 895.T,LBW242,8
Hs 936.T,LBW242,8
Hs 939.T,LBW242,2.226797581
Hs 944.T,LBW242,0.17926456
HSC-2,LBW242,8
HT,LBW242,8
HT-1080,LBW242,8
HT-1197,LBW242,8
HT-1376,LBW242,8
HT-144,LBW242,8
HT-29,LBW242,8
HuCCT1,LBW242,8
huH-1,LBW242,8
HUP-T3,LBW242,8
HUP-T4,LBW242,8
HuT 78,LBW242,0.859486726
IA-LM,LBW242,8
IGR-37,LBW242,8
IGR-39,LBW242,8
IGROV1,LBW242,8
IM95,LBW242,8
IMR-32,LBW242,8
IPC-298,LBW242,8
Ishikawa (Heraklio) 02 ER-,LBW242,8
IST-MES1,LBW242,8
IST-MES2,LBW242,8
J82,LBW242,8
JHH-2,LBW242,8
JHH-4,LBW242,8
JHH-5,LBW242,8
JHH-6,LBW242,8
JHH-7,LBW242,8
JHOS-2,LBW242,8
JHOS-4,LBW242,0.328750879
JHUEM-2,LBW242,8
JM1,LBW242,8
JMSU-1,LBW242,8
JURKAT,LBW242,8
JVM-3,LBW242,8
K029AX,LBW242,8
KALS-1,LBW242,8
KARPAS-299,LBW242,8
KARPAS-422,LBW242,8
KARPAS-620,LBW242,8
KASUMI-2,LBW242,8
KCI-MOH1,LBW242,8
KCL-22,LBW242,8
KE-39,LBW242,8
KE-97,LBW242,8
KELLY,LBW242,8
KG-1,LBW242,8
KHM-1B,LBW242,8
KLE,LBW242,8
KMBC-2,LBW242,8
KMM-1,LBW242,8
KMRC-1,LBW242,8
KMRC-2,LBW242,8
KMS-11,LBW242,8
KMS-12-BM,LBW242,8
KMS-26,LBW242,8
KMS-34,LBW242,8
KNS-42,LBW242,8
KNS-60,LBW242,0.720370471
KNS-62,LBW242,8
KNS-81,LBW242,8
KO52,LBW242,8
KP-1N,LBW242,8
KP-1NL,LBW242,8
KP-2,LBW242,8
KP-3,LBW242,8
KP4,LBW242,8
KP-N-SI9s,LBW242,8
KU812,LBW242,8
KURAMOCHI,LBW242,8
KYM-1,LBW242,0.062424198
KYSE-140,LBW242,8
KYSE-150,LBW242,8
KYSE-180,LBW242,8
KYSE-30,LBW242,8
KYSE-410,LBW242,8
KYSE-450,LBW242,8
KYSE-510,LBW242,8
KYSE-520,LBW242,8
KYSE-70,LBW242,8
L3.3,LBW242,8
L-363,LBW242,0.090343513
L-428,LBW242,8
LC-1/sq-SF,LBW242,8
LCLC-103H,LBW242,8
LN-18,LBW242,8
LN-229,LBW242,8
LOU-NH91,LBW242,8
LOX IMVI,LBW242,8
LP-1,LBW242,8
LS123,LBW242,8
LS411N,LBW242,8
LS513,LBW242,8
LU99,LBW242,8
LUDLU-1,LBW242,8
M059J,LBW242,0.657819986
Malme-3M,LBW242,8
MB 157,LBW242,8
MC116,LBW242,8
MCAS,LBW242,8
MCF7,LBW242,8
MDA-MB-157,LBW242,8
MDA-MB-175-VII,LBW242,8
MDA-MB-415,LBW242,8
MDA-MB-435S,LBW242,8
MDA-MB-436,LBW242,8
MDA-MB-453,LBW242,8
MDA-MB-468,LBW242,8
MEC-1,LBW242,8
MEG-01,LBW242,8
MEL-HO,LBW242,8
MES-SA,LBW242,8
MeWo,LBW242,8
MFE-280,LBW242,8
MFE-296,LBW242,8
MFE-319,LBW242,0.012244954
MG-63,LBW242,8
MHH-ES-1,LBW242,8
MIA PaCa-2,LBW242,8
Mino,LBW242,8
MJ,LBW242,8
MKN-45,LBW242,8
MKN7,LBW242,8
MKN74,LBW242,8
MOG-G-CCM,LBW242,8
MOLP-8,LBW242,8
MOLT-16,LBW242,8
MONO-MAC-1,LBW242,8
MOR/CPR,LBW242,8
MPP 89,LBW242,8
MSTO-211H,LBW242,8
NCI-H1048,LBW242,8
NCI-H1092,LBW242,8
NCI-H1155,LBW242,8
NCI-H1184,LBW242,8
NCI-H1299,LBW242,8
NCI-H1339,LBW242,8
NCI-H1341,LBW242,8
NCI-H1355,LBW242,8
NCI-H1373,LBW242,8
NCI-H1563,LBW242,8
NCI-H1568,LBW242,8
NCI-H1573,LBW242,8
NCI-H1581,LBW242,8
NCI-H1648,LBW242,8
NCI-H1650,LBW242,8
NCI-H1651,LBW242,8
NCI-H1666,LBW242,8
NCI-H1693,LBW242,8
NCI-H1694,LBW242,8
NCI-H1703,LBW242,8
NCI-H1792,LBW242,8
NCI-H1793,LBW242,8
NCI-H1869,LBW242,8
NCI-H1915,LBW242,8
NCI-H1944,LBW242,8
NCI-H1975,LBW242,8
NCI-H2009,LBW242,8
NCI-H2023,LBW242,8
NCI-H2030,LBW242,8
NCI-H2052,LBW242,8
NCI-H2085,LBW242,8
NCI-H2087,LBW242,8
NCI-H211,LBW242,7.550951004
NCI-H2122,LBW242,8
NCI-H2170,LBW242,8
NCI-H2172,LBW242,0.014610312
NCI-H2228,LBW242,8
NCI-H226,LBW242,8
NCI-H2286,LBW242,8
NCI-H23,LBW242,8
NCI-H2444,LBW242,8
NCI-H2452,LBW242,8
NCI-H28,LBW242,8
NCI-H322,LBW242,8
NCI-H3255,LBW242,8
NCI-H358,LBW242,8
NCI-H441,LBW242,8
NCI-H460,LBW242,8
NCI-H520,LBW242,8
NCI-H522,LBW242,8
NCI-H647,LBW242,8
NCI-H650,LBW242,8
NCI-H661,LBW242,8
NCI-H727,LBW242,8
NCI-H747,LBW242,8
NCI-H810,LBW242,8
NCI-N87,LBW242,8
NCO2,LBW242,8
NIH:OVCAR-3,LBW242,8
NUGC-3,LBW242,8
NUGC-4,LBW242,8
OC 314,LBW242,8
OC 315,LBW242,8
OC 316,LBW242,8
OCI-AML2,LBW242,8
OCI-AML5,LBW242,8
OCI-LY10,LBW242,8
OCUM-1,LBW242,8
OE21,LBW242,4.282476425
OE33,LBW242,8
ONCO-DG-1,LBW242,8
ONS-76,LBW242,8
OPM-2,LBW242,8
OV-90,LBW242,8
OVCAR-4,LBW242,0.652646363
OVCAR-8,LBW242,8
OVMANA,LBW242,8
OVSAHO,LBW242,8
OVTOKO,LBW242,8
P12-ICHIKAWA,LBW242,8
P31/FUJ,LBW242,8
P3HR-1,LBW242,8
Panc 02.03,LBW242,8
Panc 03.27,LBW242,0.773960292
Panc 04.03,LBW242,8
Panc 10.05,LBW242,8
PA-TU-8902,LBW242,8
PC-14,LBW242,8
PC-3,LBW242,8
Pfeiffer,LBW242,8
PK-1,LBW242,8
PK-45H,LBW242,8
PK-59,LBW242,8
PL45,LBW242,8
PLC/PRF/5,LBW242,8
PSN1,LBW242,8
QGP-1,LBW242,8
Raji,LBW242,8
RD,LBW242,8
Reh,LBW242,4.692280769
RERF-GC-1B,LBW242,8
RERF-LC-AI,LBW242,8
RKN,LBW242,8
RKO,LBW242,8
RL95-2,LBW242,8
RPMI-7951,LBW242,8
RPMI-8402,LBW242,8
RT-112,LBW242,8
RT4,LBW242,8
RVH-421,LBW242,8
Saos-2,LBW242,8
SBC-5,LBW242,8
SCaBER,LBW242,1.282762289
SCC-25,LBW242,5.165287018
SCC-9,LBW242,6.07051754
SF126,LBW242,8
SF-295,LBW242,8
SF8657,LBW242,8
SH-10-TC,LBW242,8
SHP-77,LBW242,8
SIG-M5,LBW242,8
SIMA,LBW242,8
SJRH30,LBW242,8
SJSA-1,LBW242,8
SK-BR-3,LBW242,8
SK-CO-1,LBW242,8
SK-ES-1,LBW242,8
SK-HEP-1,LBW242,8
SK-LMS-1,LBW242,8
SK-LU-1,LBW242,3.13118996
SK-MEL-2,LBW242,8
SK-MEL-24,LBW242,8
SK-MEL-30,LBW242,8
SK-MEL-31,LBW242,8
SK-MEL-5,LBW242,8
SK-MES-1,LBW242,3.329725742
SK-MM-2,LBW242,8
SK-N-AS,LBW242,8
SK-N-BE(2),LBW242,8
SK-N-DZ,LBW242,8
SK-N-FI,LBW242,8
SK-N-SH,LBW242,8
SK-OV-3,LBW242,0.454523563
SNG-M,LBW242,8
SNU-1,LBW242,8
SNU-16,LBW242,8
SNU-182,LBW242,8
SNU-387,LBW242,8
SNU-398,LBW242,8
SNU-423,LBW242,8
SNU-449,LBW242,8
SNU-475,LBW242,8
SNU-C2A,LBW242,8
SNU-C2B,LBW242,1.860817432
Sq-1,LBW242,0.293628186
SU.86.86,LBW242,8
SU-DHL-10,LBW242,8
SU-DHL-4,LBW242,8
SU-DHL-6,LBW242,4.697390267
SU-DHL-8,LBW242,8
SUIT-2,LBW242,8
SUP-M2,LBW242,0.178292364
SUP-T1,LBW242,8
SW 1088,LBW242,8
SW 1271,LBW242,8
SW 1353,LBW242,8
SW1417,LBW242,8
SW 1573,LBW242,8
SW 1990,LBW242,8
SW403,LBW242,8
SW48,LBW242,8
SW480,LBW242,8
SW579,LBW242,8
SW620,LBW242,8
SW 780,LBW242,8
SW 900,LBW242,8
T24,LBW242,8
T3M-10,LBW242,2.310534477
T-47D,LBW242,8
T84,LBW242,8
T98G,LBW242,8
TC-71,LBW242,8
TCCSUP,LBW242,8
TE-1,LBW242,8
TE-11,LBW242,8
TE-15,LBW242,0.197750282
TE-5,LBW242,8
TE 617.T,LBW242,8
TE-9,LBW242,8
TEN,LBW242,8
Toledo,LBW242,8
TOV-112D,LBW242,8
TOV-21G,LBW242,8
TT2609-C02,LBW242,8
TYK-nu,LBW242,8
U-118 MG,LBW242,8
U-2 OS,LBW242,8
U-87 MG,LBW242,8
U-937,LBW242,8
UACC-257,LBW242,8
UACC-62,LBW242,8
UACC-812,LBW242,8
UM-UC-3,LBW242,8
VMRC-LCD,LBW242,0.003644122
VMRC-RCW,LBW242,4.805939198
VMRC-RCZ,LBW242,8
WM-115,LBW242,5.472252369
WM1799,LBW242,8
WM-266-4,LBW242,8
WM-793,LBW242,8
WM-88,LBW242,8
WM-983B,LBW242,8
YKG1,LBW242,8
ZR-75-1,LBW242,8
ZR-75-30,LBW242,8
1321N1,PD-0325901,8
22Rv1,PD-0325901,8
42-MG-BA,PD-0325901,5.87059021
5637,PD-0325901,8
639-V,PD-0325901,8
697,PD-0325901,8
769-P,PD-0325901,1.454271674
786-O,PD-0325901,8
8305C,PD-0325901,0.544444621
8505C,PD-0325901,0.377883375
8-MG-BA,PD-0325901,8
A172,PD-0325901,8
A-204,PD-0325901,5.23065485
A2058,PD-0325901,0.202899247
A-253,PD-0325901,8
A2780,PD-0325901,0.064197071
A-375,PD-0325901,0.007476748
A549,PD-0325901,0.171543315
A-673,PD-0325901,8
ACHN,PD-0325901,8
ALL-SIL,PD-0325901,8
AMO-1,PD-0325901,0.739885271
AN3 CA,PD-0325901,8
AsPC-1,PD-0325901,0.138186365
AU565,PD-0325901,8
AZ-521,PD-0325901,4.413446426
B-CPAP,PD-0325901,1.604760051
BDCM,PD-0325901,0.324745417
BFTC-909,PD-0325901,8
BGC-823,PD-0325901,8
BL-41,PD-0325901,8
BL-70,PD-0325901,8
BT-20,PD-0325901,8
BT-474,PD-0325901,8
BT-549,PD-0325901,8
BxPC-3,PD-0325901,0.252431244
C2BBe1,PD-0325901,8
C32,PD-0325901,0.089522883
C3A,PD-0325901,0.687534392
Caki-2,PD-0325901,3.027319193
CAL-12T,PD-0325901,0.309053719
CAL 27,PD-0325901,0.133890107
CAL-78,PD-0325901,8
CAL-85-1,PD-0325901,0.679533243
Calu-1,PD-0325901,8
Calu-3,PD-0325901,3.064517498
Calu-6,PD-0325901,0.162139654
CAMA-1,PD-0325901,8
Capan-2,PD-0325901,0.077857971
CAS-1,PD-0325901,8
CCK-81,PD-0325901,0.719762087
CHL-1,PD-0325901,8
CHP-212,PD-0325901,0.005780043
CI-1,PD-0325901,8
CMK-86,PD-0325901,8
COLO 201,PD-0325901,0.006378752
COLO 205,PD-0325901,0.00600136
COLO-320,PD-0325901,8
COLO-677,PD-0325901,1.964872479
COLO-678,PD-0325901,0.227784306
COLO-679,PD-0325901,0.012509198
COLO-699,PD-0325901,8
COLO 741,PD-0325901,0.217735618
COR-L105,PD-0325901,1.19507885
COR-L23,PD-0325901,8
COV318,PD-0325901,8
COV504,PD-0325901,8
Daoy,PD-0325901,8
DBTRG-05MG,PD-0325901,8
DEL,PD-0325901,8
Detroit 562,PD-0325901,8
DK-MG,PD-0325901,8
DMS 114,PD-0325901,8
DOHH-2,PD-0325901,8
DOV13,PD-0325901,8
DU 145,PD-0325901,8
DV-90,PD-0325901,0.065534264
EB1,PD-0325901,8
EB2,PD-0325901,8
EBC-1,PD-0325901,0.045943316
EFE-184,PD-0325901,8
EFM-19,PD-0325901,8
EFO-21,PD-0325901,8
EFO-27,PD-0325901,8
EM-2,PD-0325901,0.034289107
EN,PD-0325901,8
ES-2,PD-0325901,0.131824732
ESS-1,PD-0325901,8
F-36P,PD-0325901,0.101642273
FaDu,PD-0325901,2.066126823
FU97,PD-0325901,0.362124264
FU-OV-1,PD-0325901,3.074702978
G-361,PD-0325901,0.024077827
G-401,PD-0325901,2.883607388
G-402,PD-0325901,8
GAMG,PD-0325901,8
GB-1,PD-0325901,1.90375483
GCIY,PD-0325901,5.583405495
GCT,PD-0325901,8
GI-1,PD-0325901,8
GLC-82,PD-0325901,8
GMS-10,PD-0325901,8
GRANTA-519,PD-0325901,8
H4,PD-0325901,8
HARA,PD-0325901,5.792830944
HCC1187,PD-0325901,8
HCC1395,PD-0325901,8
HCC-15,PD-0325901,8
HCC1569,PD-0325901,8
HCC1806,PD-0325901,8
HCC1954,PD-0325901,8
HCC2935,PD-0325901,8
HCC4006,PD-0325901,3.165573597
HCC-44,PD-0325901,3.420663357
HCC-56,PD-0325901,0.010615913
HCC70,PD-0325901,1.253405809
HCC-78,PD-0325901,8
HCC827,PD-0325901,8
HCT 116,PD-0325901,0.202401146
HCT-15,PD-0325901,8
HD-MY-Z,PD-0325901,0.022050716
HDQ-P1,PD-0325901,5.738184452
HEC-151,PD-0325901,0.08198344
HEC-1-A,PD-0325901,8
HEC-1-B,PD-0325901,8
HEC-251,PD-0325901,8
HEC-265,PD-0325901,8
HEC-59,PD-0325901,8
HEC-6,PD-0325901,8
HEL 92.1.7,PD-0325901,8
Hep 3B2.1-7,PD-0325901,0.847085655
Hep G2,PD-0325901,0.022851815
Hey-A8,PD-0325901,0.636340976
HGC-27,PD-0325901,8
HH,PD-0325901,8
HLE,PD-0325901,8
HLF,PD-0325901,8
HMC-1-8,PD-0325901,0.036374319
HMCB,PD-0325901,5.477803707
HOS,PD-0325901,8
HPAC,PD-0325901,0.209011331
HPAF-II,PD-0325901,0.566682398
Hs 229.T,PD-0325901,8
Hs 294T,PD-0325901,8
Hs 578T,PD-0325901,8
Hs 683,PD-0325901,8
Hs 695T,PD-0325901,0.237993121
Hs 729,PD-0325901,8
Hs 739.T,PD-0325901,8
Hs 746T,PD-0325901,2.000169039
Hs 766T,PD-0325901,0.01714126
Hs 840.T,PD-0325901,8
Hs 852.T,PD-0325901,1.339613318
Hs 895.T,PD-0325901,0.716822829
Hs 936.T,PD-0325901,0.042563576
Hs 939.T,PD-0325901,0.041808613
Hs 944.T,PD-0325901,0.143660545
HSC-2,PD-0325901,8
HT,PD-0325901,8
HT-1080,PD-0325901,0.446043372
HT-1197,PD-0325901,8
HT-1376,PD-0325901,8
HT-144,PD-0325901,0.019130703
HT-29,PD-0325901,0.011746166
HuCCT1,PD-0325901,1.695538163
huH-1,PD-0325901,2.671397686
HUP-T3,PD-0325901,0.355318874
HUP-T4,PD-0325901,0.066378251
HuT 78,PD-0325901,0.017062185
IA-LM,PD-0325901,8
IGR-37,PD-0325901,0.021839682
IGR-39,PD-0325901,6.818576091
IGROV1,PD-0325901,8
IM95,PD-0325901,0.19030641
IMR-32,PD-0325901,8
IPC-298,PD-0325901,0.006270713
Ishikawa (Heraklio) 02 ER-,PD-0325901,8
IST-MES1,PD-0325901,8
IST-MES2,PD-0325901,8
J82,PD-0325901,8
JHH-2,PD-0325901,6.222815514
JHH-4,PD-0325901,2.750053167
JHH-5,PD-0325901,0.288739204
JHH-6,PD-0325901,8
JHH-7,PD-0325901,0.476406842
JHOS-2,PD-0325901,8
JHOS-4,PD-0325901,8
JHUEM-2,PD-0325901,5.034770489
JM1,PD-0325901,8
JMSU-1,PD-0325901,1.420838833
JURKAT,PD-0325901,8
JVM-3,PD-0325901,8
K029AX,PD-0325901,0.080208279
KALS-1,PD-0325901,2.966596365
KARPAS-299,PD-0325901,0.644625247
KARPAS-422,PD-0325901,8
KARPAS-620,PD-0325901,0.015687533
KASUMI-2,PD-0325901,8
KCI-MOH1,PD-0325901,0.392702222
KCL-22,PD-0325901,0.054352019
KE-39,PD-0325901,6.011958599
KE-97,PD-0325901,8
KELLY,PD-0325901,8
KG-1,PD-0325901,0.371464181
KHM-1B,PD-0325901,8
KLE,PD-0325901,8
KMBC-2,PD-0325901,1.145538807
KMM-1,PD-0325901,1.129081249
KMRC-1,PD-0325901,8
KMRC-2,PD-0325901,8
KMS-11,PD-0325901,8
KMS-12-BM,PD-0325901,8
KMS-26,PD-0325901,8
KMS-34,PD-0325901,8
KNS-42,PD-0325901,8
KNS-60,PD-0325901,8
KNS-62,PD-0325901,1.194876909
KNS-81,PD-0325901,8
KO52,PD-0325901,0.004738287
KP-1N,PD-0325901,8
KP-1NL,PD-0325901,8
KP-2,PD-0325901,0.033684015
KP-3,PD-0325901,2.182970047
KP4,PD-0325901,2.774494648
KP-N-SI9s,PD-0325901,0.098736674
KU812,PD-0325901,0.042091515
KURAMOCHI,PD-0325901,8
KYM-1,PD-0325901,1.93816185
KYSE-140,PD-0325901,2.105214119
KYSE-150,PD-0325901,8
KYSE-180,PD-0325901,8
KYSE-30,PD-0325901,0.084109992
KYSE-410,PD-0325901,8
KYSE-450,PD-0325901,6.272626877
KYSE-510,PD-0325901,8
KYSE-520,PD-0325901,2.899242401
KYSE-70,PD-0325901,0.640863359
L3.3,PD-0325901,8
L-363,PD-0325901,8
L-428,PD-0325901,8
LC-1/sq-SF,PD-0325901,8
LCLC-103H,PD-0325901,8
LN-18,PD-0325901,8
LN-229,PD-0325901,4.980614185
LOU-NH91,PD-0325901,8
LOX IMVI,PD-0325901,1.002676487
LP-1,PD-0325901,8
LS123,PD-0325901,8
LS411N,PD-0325901,0.013036346
LS513,PD-0325901,0.031874225
LU99,PD-0325901,0.253714144
LUDLU-1,PD-0325901,8
M059J,PD-0325901,8
Malme-3M,PD-0325901,0.004154827
MB 157,PD-0325901,8
MC116,PD-0325901,8
MCAS,PD-0325901,0.94524008
MCF7,PD-0325901,8
MDA-MB-157,PD-0325901,8
MDA-MB-175-VII,PD-0325901,3.983871937
MDA-MB-415,PD-0325901,8
MDA-MB-435S,PD-0325901,0.027077457
MDA-MB-436,PD-0325901,8
MDA-MB-453,PD-0325901,2.751912594
MDA-MB-468,PD-0325901,8
MEC-1,PD-0325901,8
MEG-01,PD-0325901,0.276277214
MEL-HO,PD-0325901,0.01382275
MES-SA,PD-0325901,8
MeWo,PD-0325901,8
MFE-280,PD-0325901,8
MFE-296,PD-0325901,7.721744537
MFE-319,PD-0325901,2.332025623
MG-63,PD-0325901,8
MHH-ES-1,PD-0325901,0.026637657
MIA PaCa-2,PD-0325901,0.064959936
Mino,PD-0325901,8
MJ,PD-0325901,8
MKN-45,PD-0325901,0.287491083
MKN7,PD-0325901,8
MKN74,PD-0325901,8
MOG-G-CCM,PD-0325901,8
MOLP-8,PD-0325901,8
MOLT-16,PD-0325901,8
MONO-MAC-1,PD-0325901,8
MOR/CPR,PD-0325901,8
MPP 89,PD-0325901,8
MSTO-211H,PD-0325901,1.102446795
NCI-H1048,PD-0325901,8
NCI-H1092,PD-0325901,8
NCI-H1155,PD-0325901,8
NCI-H1184,PD-0325901,8
NCI-H1299,PD-0325901,0.440331429
NCI-H1339,PD-0325901,8
NCI-H1341,PD-0325901,8
NCI-H1355,PD-0325901,0.519260585
NCI-H1373,PD-0325901,8
NCI-H1563,PD-0325901,8
NCI-H1568,PD-0325901,8
NCI-H1573,PD-0325901,1.578598022
NCI-H1581,PD-0325901,8
NCI-H1648,PD-0325901,8
NCI-H1650,PD-0325901,8
NCI-H1651,PD-0325901,8
NCI-H1666,PD-0325901,0.028687071
NCI-H1693,PD-0325901,8
NCI-H1694,PD-0325901,8
NCI-H1703,PD-0325901,8
NCI-H1792,PD-0325901,0.875140309
NCI-H1793,PD-0325901,8
NCI-H1869,PD-0325901,8
NCI-H1915,PD-0325901,0.146351352
NCI-H1944,PD-0325901,0.416212499
NCI-H1975,PD-0325901,3.859478712
NCI-H2009,PD-0325901,0.734539926
NCI-H2023,PD-0325901,8
NCI-H2030,PD-0325901,8
NCI-H2052,PD-0325901,8
NCI-H2085,PD-0325901,8
NCI-H2087,PD-0325901,0.054371227
NCI-H211,PD-0325901,8
NCI-H2122,PD-0325901,0.035555024
NCI-H2170,PD-0325901,8
NCI-H2172,PD-0325901,8
NCI-H2228,PD-0325901,3.938598871
NCI-H226,PD-0325901,8
NCI-H2286,PD-0325901,1.984133124
NCI-H23,PD-0325901,8
NCI-H2444,PD-0325901,0.267063349
NCI-H2452,PD-0325901,8
NCI-H28,PD-0325901,4.119419098
NCI-H322,PD-0325901,0.015824527
NCI-H3255,PD-0325901,6.137561798
NCI-H358,PD-0325901,0.084666125
NCI-H441,PD-0325901,8
NCI-H460,PD-0325901,8
NCI-H520,PD-0325901,8
NCI-H522,PD-0325901,8
NCI-H647,PD-0325901,8
NCI-H650,PD-0325901,8
NCI-H661,PD-0325901,8
NCI-H727,PD-0325901,0.020542197
NCI-H747,PD-0325901,0.022053087
NCI-H810,PD-0325901,8
NCI-N87,PD-0325901,5.074838161
NCO2,PD-0325901,0.138409436
NIH:OVCAR-3,PD-0325901,8
NUGC-3,PD-0325901,8
NUGC-4,PD-0325901,0.011152006
OC 314,PD-0325901,8
OC 315,PD-0325901,8
OC 316,PD-0325901,8
OCI-AML2,PD-0325901,0.0025
OCI-AML5,PD-0325901,0.274631172
OCI-LY10,PD-0325901,8
OCUM-1,PD-0325901,0.019374402
OE21,PD-0325901,0.461666137
OE33,PD-0325901,1.207887888
ONCO-DG-1,PD-0325901,8
ONS-76,PD-0325901,0.045527395
OPM-2,PD-0325901,8
OV-90,PD-0325901,0.022402048
OVCAR-4,PD-0325901,8
